lm_feature_code,description,lm_system,lm_vendor
85790FDSADV_2012_0F,Autodesk Factory Design Suite Ultimate 2012,flexlm,adskflex
85791REVITS_2012_0F,AutoCAD Revit Architecture Suite 2012,flexlm,adskflex
85792REVSU_2012_0F,AutoCAD Revit Structure Suite 2012,flexlm,adskflex
85793REVSYP_2012_0F,AutoCAD Revit MEP Suite 2012,flexlm,adskflex
85794PDSS_2012_0F,Autodesk Product Design Suite Standard 2012,flexlm,adskflex
85795PDSP_2012_0F,Autodesk Product Design Suite Premium 2012,flexlm,adskflex
85796PDSU_2012_0F,Autodesk Product Design Suite Ultimate 2012,flexlm,adskflex
85797BDSS_2012_0F,Autodesk Building Design Suite Standard 2012,flexlm,adskflex
85797BDSS_F,Autodesk Building Design Suite Standard Package,flexlm,adskflex
85798IDSU_2012_0F,Autodesk Infrastructure Design Suite Ultimate 2012,flexlm,adskflex
85799IDSP_2012_0F,Autodesk Infrastructure Design Suite Premium 2012,flexlm,adskflex
85800IDSS_2012_0F,Autodesk Infrastructure Design Suite Standard 2012,flexlm,adskflex
85801DSADV_2012_0F,Autodesk Design Suite Ultimate 2012,flexlm,adskflex
85802PLTDSS_2012_0F,Autodesk Plant Design Suite Standard 2012,flexlm,adskflex
85803PLTDSS_F,Autodesk Plant Design Suite Standard Package,flexlm,adskflex
85804FDSS_2012_0F,Autodesk Factory Design Suite Standard 2012,flexlm,adskflex
85805FDSS_F,Autodesk Factory Design Suite Standard Package,flexlm,adskflex
85805FDSS_T_F,Autodesk Factory Design Suite Standard,flexlm,adskflex
85806ENCSU_2012_0F,Autodesk Entertainment Creation Suite Ultimate 2012,flexlm,adskflex
85807ENCSU_F,Autodesk Entertainment Creation Suite Ultimate Package,flexlm,adskflex
85808ACDLTC_2012_0F,AutoCAD LT Civil Suite 2012,flexlm,adskflex
85810IDSU_F,Autodesk Infrastructure Design Suite Ultimate Package,flexlm,adskflex
85811IDSS_F,Autodesk Infrastructure Design Suite Standard Package,flexlm,adskflex
85812IDSP_F,Autodesk Infrastructure Design Suite Premium Package,flexlm,adskflex
85813PDSS_F,Autodesk Product Design Suite Standard Package,flexlm,adskflex
85814PDSP_F,Autodesk Product Design Suite Premium Package,flexlm,adskflex
85814PDSP_T_F,Autodesk Product Design Suite Premium,flexlm,adskflex
85815PDSU_F,Autodesk Product Design Suite Ultimate Package,flexlm,adskflex
85815PDSU_T_F,Autodesk Product Design Suite Ultimate,flexlm,adskflex
85816MFAA_2012_0F,Autodesk Moldflow Adviser Advanced 2012,flexlm,adskflex
85817MFCD_2012_0F,Autodesk Moldflow CAD Doctor 2012,flexlm,adskflex
85818MFAD_2012_0F,Autodesk Moldflow Adviser Design 2012,flexlm,adskflex
85819MFAM_2012_0F,Autodesk Moldflow Adviser Manufacturing 2012,flexlm,adskflex
85820MFDLC_2012_0F,Autodesk Moldflow Design Link for CATIA V5 2012,flexlm,adskflex
85821MFDLP_2012_0F,Autodesk Moldflow Design Link for Parasolid 2012,flexlm,adskflex
85822MFDLPE_2012_0F,Autodesk Moldflow Design Link for Pro/ENGINEER 2012,flexlm,adskflex
85823MFIA_2012_0F,Autodesk Moldflow Insight Advanced 2012,flexlm,adskflex
85824MFIP_2012_0F,Autodesk Moldflow Insight Performance 2012,flexlm,adskflex
85825MFIB_2012_0F,Autodesk Moldflow Insight Basic 2012,flexlm,adskflex
85826MFS_2012_0F,Autodesk Moldflow Synergy 2012,flexlm,adskflex
85827UTLDESN_2012_0F,Autodesk Utility Design 2012,flexlm,adskflex
85828ALSK_2012_0F,Autodesk SketchBook Designer 2012,flexlm,adskflex
85829ALSK_F,Autodesk SketchBook Designer Package,flexlm,adskflex
85830CIV3D_2012_0F,AutoCAD Civil 3D 2012,flexlm,adskflex
85831MRSTND_2012_0F,mental ray Standalone 2012,flexlm,adskflex
85832MRSTND_F,mental ray Standalone Package,flexlm,adskflex
85833AQTO_2012_0F,Autodesk Quantity Takeoff 2012,flexlm,adskflex
85834AQTO_F,Autodesk Quantity Takeoff Package,flexlm,adskflex
85835SHOWCASE_F,Autodesk Showcase Package,flexlm,adskflex
85835SHOWCASE_T_F,Autodesk Showcase,flexlm,adskflex
85836AMECH_PP_F,AutoCAD Mechanical Package,flexlm,adskflex
85837NAVSIM_2012_0F,Autodesk Navisworks Simulate 2012,flexlm,adskflex
85838NAVSIM_F,Autodesk NavisWorks Simulate Package,flexlm,adskflex
85838NAVSIM_T_F,Autodesk Navisworks Simulate,flexlm,adskflex
85839NAVMAN_2012_0F,Autodesk Navisworks Manage 2012,flexlm,adskflex
85840ECOA_2012_0F,Autodesk Ecotect Analysis 2012,flexlm,adskflex
85841ARDES_2012_0F,AutoCAD Raster Design 2012,flexlm,adskflex
85842GMCADC_2012_0F,Autodesk GM CAD Convertors 2012,flexlm,adskflex
85843PCOFFI_2012_0F,Autodesk Vault Office 2012,flexlm,adskflex
85844IMS_2012_0F,Autodesk Infrastructure Map Server 2012,flexlm,adskflex
85845IMS_F,Autodesk Infrastructure Map Server Package,flexlm,adskflex
85845IMS_T_F,Autodesk Infrastructure Map Server,flexlm,adskflex
85846INVPROSA_2012_0F,Autodesk Inventor Professional 2012,flexlm,adskflex
85847SHOWPRO_2012_0F,Autodesk Showcase Professional 2012,flexlm,adskflex
85849INVOEM_2012_0F,Autodesk Inventor OEM 2012,flexlm,adskflex
85850MAP3DE_2012_0F,AutoCAD Map 3D Enterprise 2012,flexlm,adskflex
85851MAP3DE_F,AutoCAD Map 3D Enterprise Package,flexlm,adskflex
85852RTRTCL_2012_0F,Autodesk Real-Time Ray Tracing Cluster 2012,flexlm,adskflex
85852RTRTCL_F,Autodesk Real-Time Ray Tracing Cluster Package,flexlm,adskflex
85853ACD_2012_0F,Autodesk Vault Base Server 2012,flexlm,adskflex
85854OSPRO_2012_0F,Autodesk Opticore Studio Professional 2012,flexlm,adskflex
85855OSPRO_F,Autodesk Opticore Studio Professional Package,flexlm,adskflex
85856VTCAEC_2012_0F,Autodesk Vault Collaboration AEC 2012,flexlm,adskflex
85857MAYAMMR1_2013_0F,Autodesk Maya 2013 Mental Ray 1,flexlm,adskflex
85857MAYA_2013_0F,Autodesk Maya 2013,flexlm,adskflex
85859TRTLS_2012_0F,Turtle For Maya Standard 2012,flexlm,adskflex
85860TRTLPB_2012_0F,Turtle For Maya Premium 2012,flexlm,adskflex
85860TRTLPB_F,Turtle For Maya Premium Package,flexlm,adskflex
85860TRTLP_2012_0F,Turtle For Maya Premium 2012,flexlm,adskflex
85862REVIT_2013_0F,Autodesk Revit Architecture 2013,flexlm,adskflex
85864RVTMPB_2013_0F,Autodesk Revit MEP 2013,flexlm,adskflex
85866REVITST_2013_0F,Autodesk Revit Structure 2013,flexlm,adskflex
85868KYNGMS_2012_0F,Autodesk Kynapse 2012,flexlm,adskflex
85869MBXPRO_2013_0F,Autodesk Mudbox 2013,flexlm,adskflex
85871ACD_2013_0F,AutoCAD 2013,flexlm,adskflex
85872ACDLT_2013_0F,AutoCAD LT 2013,flexlm,adskflex
85873INVETO_2012_0F,Autodesk Inventor Engineer-to-Order Series 2012,flexlm,adskflex
85874INVETO_F,Autodesk Inventor Engineer-to-Order Series Package,flexlm,adskflex
85875ACDMAC_2012_0F,AutoCAD for Mac 2012,flexlm,adskflex
85876ACDMAC_F,AutoCAD for Mac Package,flexlm,adskflex
85877INTSER_2012_0F,Autodesk Inventor Engineer-to-Order Server 2012,flexlm,adskflex
85881AUTOST_2013_0F,Autodesk Alias Automotive 2013,flexlm,adskflex
85882INFMDR_2012_0F,Autodesk Infrastructure Modeler 2012,flexlm,adskflex
85883ARCHDESK_2013_0F,AutoCAD Architecture 2013,flexlm,adskflex
85885AMECH_PP_2013_0F,AutoCAD Mechanical 2013,flexlm,adskflex
85887BLDSYS_2013_0F,AutoCAD MEP 2013,flexlm,adskflex
85889ECSCAD_2013_0F,AutoCAD ecscad 2013,flexlm,adskflex
85890ACAD_E_2013_0F,AutoCAD Electrical 2013,flexlm,adskflex
858923DSMAX_2013_0F,Autodesk 3ds Max 2013,flexlm,adskflex
85893MAXDES_2013_0F,Autodesk 3ds Max Design 2013,flexlm,adskflex
85895SURFST_2013_0F,Autodesk Alias Surface 2013,flexlm,adskflex
85896DESNST_2013_0F,Autodesk Alias Design 2013,flexlm,adskflex
85897T1MF_2012_0F,T1 Enterprise Multi-flex 2012,flexlm,adskflex
85899T1MFPV_2012_0F,T1 Enterprise Multi-flex Prior Version 2012,flexlm,adskflex
85902SCFD_2012_0F,Autodesk Simulation CFD 2012,flexlm,adskflex
85903SCFDA_2012_0F,Autodesk Simulation CFD 2012 Advanced,flexlm,adskflex
85904SCACIS_2012_0F,Autodesk Simulation CFD 2012 Connection for ACIS,flexlm,adskflex
85905SCCV5_2012_0F,Autodesk Simulation CFD 2012 Connection for Catia V5,flexlm,adskflex
85906SCCOC_2012_0F,Autodesk Simulation CFD 2012 Connection for CoCreate,flexlm,adskflex
85907SCFDCD_2012_0F,Autodesk Simulation CFD 2012 Connection for Discrete,flexlm,adskflex
85908SCFDCI_2012_0F,Autodesk Simulation CFD 2012 Connection for Inventor,flexlm,adskflex
85909SCFDNX_2012_0F,Autodesk Simulation CFD 2012 Connection for NX,flexlm,adskflex
85910SCFDP_2012_0F,Autodesk Simulation CFD 2012 Connection for Parasolid,flexlm,adskflex
85911SCPROE_2012_0F,Autodesk Simulation CFD 2012 Connection for Pro/ENGINEER,flexlm,adskflex
85912SCFDCR_2012_0F,Autodesk Simulation CFD 2012 Connection for Revit,flexlm,adskflex
85913SCFDSE_2012_0F,Autodesk Simulation CFD 2012 Connection for SolidEdge,flexlm,adskflex
85914SCFDSW_2012_0F,Autodesk Simulation CFD 2012 Connection for SolidWorks,flexlm,adskflex
85915SCFDSC_2012_0F,Autodesk Simulation CFD 2012 Connection for SpaceClaim,flexlm,adskflex
85916SCDSE_2012_0F,Autodesk Simulation CFD 2012 Design Study Environment,flexlm,adskflex
85917SCFDM_2012_0F,Autodesk Simulation CFD 2012 Motion,flexlm,adskflex
85918MXECSP_2013_0F,Autodesk 3ds Max Entertainment Creation Suite Premium 2013,flexlm,adskflex
85920MXECS_2013_0F,Autodesk 3ds Max Entertainment Creation Suite Standard 2013,flexlm,adskflex
85922AAA_2013_0F,Autodesk Animation Academy 2013,flexlm,adskflex
85926ENCSU_2013_0F,Autodesk Entertainment Creation Suite Ultimate 2013,flexlm,adskflex
85928MYECSP_2013_0F,Autodesk Maya Entertainment Creation Suite Premium 2013,flexlm,adskflex
85930MYECS_2013_0F,Autodesk Maya Entertainment Creation Suite Standard 2013,flexlm,adskflex
85932SIECS_2013_0F,Autodesk Softimage Entertainment Creation Suite Standard 2013,flexlm,adskflex
85934SFTIMSIB_2013_0F,Autodesk Softimage 2013 SIBatch,flexlm,adskflex
85934SFTIM_2013_0F,Autodesk Softimage 2013,flexlm,adskflex
85936MOBPRO_2013_0F,Autodesk MotionBuilder 2013,flexlm,adskflex
85937SMKMACBRN_2013_0F,Autodesk Smoke 2013 for Mac OS X Burn,flexlm,adskflex
85937SMKMACWG_2013_0F,Autodesk Smoke 2013 for Mac OS X Wiretap Gateway,flexlm,adskflex
85937SMKMAC_2013_0F,Autodesk Smoke 2013 for Mac OS X,flexlm,adskflex
85940ASMES_2013_0F,Autodesk Simulation Mechanical 2013,flexlm,adskflex
85942ASPRO_2013_0F,Autodesk Simulation Multiphysics 2013,flexlm,adskflex
85943STRDET_2013_0F,AutoCAD Structural Detailing 2013,flexlm,adskflex
85946BDSPRM_2013_0F,Autodesk Building Design Suite Premium 2013,flexlm,adskflex
85947BDSS_2013_0F,Autodesk Building Design Suite Standard 2013,flexlm,adskflex
85948BDSADV_2013_0F,Autodesk Building Design Suite Ultimate 2013,flexlm,adskflex
85949SHOWPRO_2013_0F,Autodesk Showcase Professional 2013,flexlm,adskflex
85950RVT_2013_0F,Autodesk Revit 2013,flexlm,adskflex
85950RVT_F,Autodesk Revit Package,flexlm,adskflex
85950RVT_T_F,Autodesk Revit,flexlm,adskflex
85951RVTLT_2013_0F,Autodesk Revit LT 2013,flexlm,adskflex
85951RVTLT_F,Autodesk Revit LT Package,flexlm,adskflex
85951RVTLT_T_F,Autodesk Revit LT,flexlm,adskflex
85952ARDES_2013_0F,AutoCAD Raster Design 2013,flexlm,adskflex
85954REVITS_2013_0F,AutoCAD Revit Architecture Suite 2013,flexlm,adskflex
85955REVSYP_2013_0F,AutoCAD Revit MEP Suite 2013,flexlm,adskflex
85956SHOWCASE_2013_0F,Autodesk Showcase 2013,flexlm,adskflex
85957REVSU_2013_0F,AutoCAD Revit Structure Suite 2013,flexlm,adskflex
85958INVLTS_2013_0F,AutoCAD Inventor LT Suite 2013,flexlm,adskflex
85959INVETO_2013_0F,Autodesk Inventor Engineer-to-Order Series 2013,flexlm,adskflex
85961ESME_2013_0F,Autodesk Product Design Suite for Education 2013,flexlm,adskflex
85962PDSP_2013_0F,Autodesk Product Design Suite Premium 2013,flexlm,adskflex
85963PDSU_2013_0F,Autodesk Product Design Suite Ultimate 2013,flexlm,adskflex
85964PDSS_2013_0F,Autodesk Product Design Suite Standard 2013,flexlm,adskflex
85965FDSPRM_2013_0F,Autodesk Factory Design Suite Premium 2013,flexlm,adskflex
85966FDSS_2013_0F,Autodesk Factory Design Suite Standard 2013,flexlm,adskflex
85967FDSADV_2013_0F,Autodesk Factory Design Suite Ultimate 2013,flexlm,adskflex
85969DSPRM_2013_0F,AutoCAD Design Suite Premium 2013,flexlm,adskflex
85970DSSTD_2013_0F,AutoCAD Design Suite Standard 2013,flexlm,adskflex
85971DSADV_2013_0F,AutoCAD Design Suite Ultimate 2013,flexlm,adskflex
85972DES_ACA_2013_0F,Autodesk Design Academy 2013,flexlm,adskflex
85974ESCSE_2013_0F,Autodesk Infrastructure Design Suite for Education 2013,flexlm,adskflex
85975RSAPRO_2013_0F,Autodesk Robot Structural Analysis Professional 2013,flexlm,adskflex
85976CIV3D_2013_0F,AutoCAD Civil 3D 2013,flexlm,adskflex
85977PNID_2013_0F,AutoCAD P&ID 2013,flexlm,adskflex
85978PLNT3D_2013_0F,AutoCAD Plant 3D 2013,flexlm,adskflex
85979INVPUB_2013_0F,Autodesk Inventor Publisher 2013,flexlm,adskflex
85981MAP_2013_0F,AutoCAD Map 3D 2013,flexlm,adskflex
85982MAP3DE_2013_0F,AutoCAD Map 3D Enterprise 2013,flexlm,adskflex
85982MAP3DE_2013_0P,AutoCAD Map 3D Enterprise 2013,flexlm,adskflex
85983VLTC_2013_0F,Autodesk 360 Vault Collaboration 2013,flexlm,adskflex
85984VTCAEC_2013_0F,Autodesk 360 Vault Collaboration AEC 2013,flexlm,adskflex
85986PCOFFI_2013_0F,Autodesk 360 Vault Office 2013,flexlm,adskflex
85987VLTM_2013_0F,Autodesk 360 Vault Professional 2013,flexlm,adskflex
85988VLTWG_2013_0F,Autodesk 360 Vault Workgroup 2013,flexlm,adskflex
85989ACDMAC_2013_0F,AutoCAD for Mac 2013,flexlm,adskflex
85990ALSK_2013_0F,Autodesk SketchBook Designer 2013,flexlm,adskflex
85991ACDLTC_2013_0F,AutoCAD LT Civil Suite 2013,flexlm,adskflex
85992IDSP_2013_0F,Autodesk Infrastructure Design Suite Premium 2013,flexlm,adskflex
85993IDSS_2013_0F,Autodesk Infrastructure Design Suite Standard 2013,flexlm,adskflex
85994IDSU_2013_0F,Autodesk Infrastructure Design Suite Ultimate 2013,flexlm,adskflex
85995PDSPRM_2013_0F,Autodesk Plant Design Suite Premium 2013,flexlm,adskflex
85996PLTDSS_2013_0F,Autodesk Plant Design Suite Standard 2013,flexlm,adskflex
85997PDSADV_2013_0F,Autodesk Plant Design Suite Ultimate 2013,flexlm,adskflex
85998INVNTOR_2013_0F,Autodesk Inventor 2013,flexlm,adskflex
85999INVFPR_2013_0F,Autodesk Inventor Factory Premium 2013,flexlm,adskflex
86000INVFAD_2013_0F,Autodesk Inventor Factory Ultimate 2013,flexlm,adskflex
86001INVPROSA_2013_0F,Autodesk Inventor Professional 2013,flexlm,adskflex
86002INVOEM_2013_0F,Autodesk Inventor OEM 2013,flexlm,adskflex
86003INVOEM_F,Autodesk Inventor OEM Package,flexlm,adskflex
86003INVOEM_T_F,Autodesk Inventor OEM,flexlm,adskflex
86004INVLT_2013_0F,Autodesk Inventor LT 2013,flexlm,adskflex
86005RSA_2013_0F,Autodesk Robot Structural Analysis 2013,flexlm,adskflex
86006MFAM_2013_0F,Autodesk Simulation Moldflow Adviser Premium 2013,flexlm,adskflex
86007MFAA_2013_0F,Autodesk Simulation Moldflow Adviser Ultimate 2013,flexlm,adskflex
86008MFAD_2013_0F,Autodesk Simulation Moldflow Adviser Standard 2013,flexlm,adskflex
86009MFCD_2013_0F,Autodesk Simulation Moldflow CAD Doctor 2013,flexlm,adskflex
86010MFDL_2013_0F,Autodesk Simulation Moldflow Design Link 2013,flexlm,adskflex
86011MFDL_F,Autodesk Simulation Moldflow Design Link Package,flexlm,adskflex
86012MFS_2013_0F,Autodesk Simulation Moldflow Synergy 2013,flexlm,adskflex
86013INFMDR_2013_0F,Autodesk Infrastructure Modeler 2013,flexlm,adskflex
86014IMS_2013_0F,Autodesk Infrastructure Map Server 2013,flexlm,adskflex
86017RVTLTS_F,AutoCAD Revit LT Suite Package,flexlm,adskflex
86019MRSTND_2013_0F,mental ray Standalone 2013,flexlm,adskflex
86020ACDLTM_F,AutoCAD LT for Mac Package,flexlm,adskflex
86021ACDLTM_2013_0F,AutoCAD LT for Mac 2013,flexlm,adskflex
86022NAVMAN_2013_0F,Autodesk Navisworks Manage 2013,flexlm,adskflex
86023NAVSIM_2013_0F,Autodesk Navisworks Simulate 2013,flexlm,adskflex
86024AQTO_2013_0F,Autodesk Quantity Takeoff 2013,flexlm,adskflex
86025SCFD_2013_0F,Autodesk Simulation CFD 2013,flexlm,adskflex
86026SCFD_F,Autodesk Simulation CFD Package,flexlm,adskflex
86026SCFD_T_F,Autodesk CFD,flexlm,adskflex
86027UTLDESN_2013_0F,AutoCAD Utility Design 2013,flexlm,adskflex
86028SCFDA_2013_0F,Autodesk Simulation CFD 2013 Advanced,flexlm,adskflex
86029SCFDA_F,Autodesk Simulation CFD Advanced Package,flexlm,adskflex
86029SCFDA_T_F,Autodesk CFD Advanced,flexlm,adskflex
86030SCFDNX_2013_0F,Autodesk Simulation CFD 2013 Connection for NX,flexlm,adskflex
86031SCFDNX_F,Autodesk Simulation CFD Connection for NX Package,flexlm,adskflex
86032SCPROE_2013_0F,Autodesk Simulation CFD 2013 Connection for Pro/E,flexlm,adskflex
86033SCPROE_F,Autodesk Simulation CFD Connection for Pro/E Package,flexlm,adskflex
86034SCDSE_2013_0F,Autodesk Simulation CFD 2013 Design Study Environment,flexlm,adskflex
86035SCDSE_F,Autodesk Simulation CFD Design Study Environment Package,flexlm,adskflex
86035SCDSE_T_F,Autodesk CFD Design Study Environment,flexlm,adskflex
86036SCFDM_2013_0F,Autodesk Simulation CFD 2013 Motion,flexlm,adskflex
86037SCFDM_F,Autodesk Simulation CFD Motion Package,flexlm,adskflex
86037SCFDM_T_F,Autodesk CFD Motion,flexlm,adskflex
86038MFIP_2013_0F,Autodesk Simulation Moldflow Insight Premium 2013,flexlm,adskflex
86040MFIA_2013_0F,Autodesk Simulation Moldflow Insight Ultimate 2013,flexlm,adskflex
86042MFIB_2013_0F,Autodesk Simulation Moldflow Insight Standard 2013,flexlm,adskflex
86043ECSPE_2013_0F,Autodesk Entertainment Creation Suite Premium 2013 Exclusives,flexlm,adskflex
86043TRTLPB_2013_0F,Turtle For Maya Premium 2013,flexlm,adskflex
86044ECSSE_2013_0F,Autodesk Entertainment Creation Suite Standard 2013 Exclusives,flexlm,adskflex
86045SCACIS_2013_0F,Autodesk Simulation CFD 2013 Connection for ACIS,flexlm,adskflex
86046SCACIS_F,Autodesk Simulation CFD Connection for ACIS Package,flexlm,adskflex
86047SCFDP_2013_0F,Autodesk Simulation CFD 2013 Connection for Parasolid,flexlm,adskflex
86048SCFDP_F,Autodesk Simulation CFD Connection for Parasolid Package,flexlm,adskflex
86049CADMEP_2013_0F,Autodesk Fabrication CADmep 2013,flexlm,adskflex
86050CAMDCT_2013_0F,Autodesk Fabrication CAMduct 2013,flexlm,adskflex
86052ESTMEP_2013_0F,Autodesk Fabrication ESTmep 2013,flexlm,adskflex
86056SIMDFM_2013_0F,Autodesk Simulation DFM 2013,flexlm,adskflex
86058MAYAMMR1_2014_0F,Autodesk Maya Mental Ray 1 2014,flexlm,adskflex
86058MAYA_2014_0F,Autodesk Maya 2014,flexlm,adskflex
86059T1MF_2013_0F,T1 Enterprise Multi-flex 2013,flexlm,adskflex
86061T1MFPV_2013_0F,T1 Enterprise Multi-flex Prior Version 2013,flexlm,adskflex
86063ACD_2014_0F,AutoCAD 2014,flexlm,adskflex
86064ACDLT_2014_0F,AutoCAD LT 2014,flexlm,adskflex
86065OSPRO_2013_0F,Autodesk Opticore Studio Professional 2013,flexlm,adskflex
86067REVITS_2014_0F,AutoCAD Revit Architecture Suite 2014,flexlm,adskflex
86068RVTLTS_2014_0F,AutoCAD Revit LT Suite 2014,flexlm,adskflex
86069REVSYP_2014_0F,AutoCAD Revit MEP Suite 2014,flexlm,adskflex
86070REVSU_2014_0F,AutoCAD Revit Structure Suite 2014,flexlm,adskflex
86071BDSPRM_2014_0F,Autodesk Building Design Suite Premium 2014,flexlm,adskflex
86072BDSS_2014_0F,Autodesk Building Design Suite Standard 2014,flexlm,adskflex
86073BDSADV_2014_0F,Autodesk Building Design Suite Ultimate 2014,flexlm,adskflex
86074STRDET_2014_0F,AutoCAD Structural Detailing 2014,flexlm,adskflex
86075RVT_2014_0F,Autodesk Revit 2014,flexlm,adskflex
86076REVIT_2014_0F,Autodesk Revit Architecture 2014,flexlm,adskflex
86077RVTLT_2014_0F,Autodesk Revit LT 2014,flexlm,adskflex
86078RVTMPB_2014_0F,Autodesk Revit MEP 2014,flexlm,adskflex
86079REVITST_2014_0F,Autodesk Revit Structure 2014,flexlm,adskflex
860803DSMAX_2014_0F,Autodesk 3ds Max 2014,flexlm,adskflex
86081MAXDES_2014_0F,Autodesk 3ds Max Design 2014,flexlm,adskflex
86082AUTOST_2014_0F,Autodesk Alias Automotive 2014,flexlm,adskflex
86083DESNST_2014_0F,Autodesk Alias Design 2014,flexlm,adskflex
86084SURFST_2014_0F,Autodesk Alias Surface 2014,flexlm,adskflex
86085ATCIGM_2014_0F,Autodesk Alias TC Integrator for GM 2014,flexlm,adskflex
86086RSAPRO_2014_0F,Autodesk Robot Structural Analysis Professional 2014,flexlm,adskflex
86087ENCSU_2014_0F,Autodesk Entertainment Creation Suite Ultimate 2014,flexlm,adskflex
86088ACDMAC_2014_0F,AutoCAD for Mac 2014,flexlm,adskflex
86089ACDLTM_2014_0F,AutoCAD LT for Mac 2014,flexlm,adskflex
86090MXECSP_2014_0F,Autodesk 3ds Max Entertainment Creation Suite Premium 2014,flexlm,adskflex
86090SFTIMSIB_2014_0F,Autodesk Softimage 2014 SIBatch,flexlm,adskflex
86091MXECS_2014_0F,Autodesk 3ds Max Entertainment Creation Suite Standard 2014,flexlm,adskflex
86092MYECS_2014_0F,Autodesk Maya Entertainment Creation Suite Standard 2014,flexlm,adskflex
86093MYECSP_2014_0F,Autodesk Maya Entertainment Creation Suite Premium 2014,flexlm,adskflex
86094SIECS_2014_0F,Autodesk Softimage Entertainment Creation Suite Standard 2014,flexlm,adskflex
86095ECSPE_2014_0F,Autodesk Entertainment Creation Suite Premium 2014 Exclusives,flexlm,adskflex
86095TRTLPB_2014_0F,Turtle For Maya Premium 2014,flexlm,adskflex
86096ECSPE_F,Autodesk Entertainment Creation Suite Premium Exclusives Package,flexlm,adskflex
86097ECSSE_2014_0F,Autodesk Entertainment Creation Suite Standard 2014 Exclusives,flexlm,adskflex
86098ECSSE_F,Autodesk Entertainment Creation Suite Standard Exclusives Package,flexlm,adskflex
86099MOBPRO_2014_0F,Autodesk MotionBuilder 2014,flexlm,adskflex
86100MBXPRO_2014_0F,Autodesk Mudbox 2014,flexlm,adskflex
86101MRSTND_2014_0F,mental ray Standalone 2014,flexlm,adskflex
86102SFTIM_2014_0F,Autodesk Softimage 2014 ,flexlm,adskflex
86102SFTIM_2014_0F,Autodesk Softimage 2014,flexlm,adskflex
86103AAA_2014_0F,Autodesk Animation Academy 2014,flexlm,adskflex
86104DES_ACA_2014_0F,Autodesk Design Academy 2014,flexlm,adskflex
86105ESEC_2014_0F,Autodesk Entertainment Creation Suite For Education 2014,flexlm,adskflex
86106PLTDSS_2014_0F,Autodesk Plant Design Suite Standard 2014,flexlm,adskflex
86107PDSADV_2014_0F,Autodesk Plant Design Suite Ultimate 2014,flexlm,adskflex
86108PDSPRM_2014_0F,Autodesk Plant Design Suite Premium 2014,flexlm,adskflex
86109PNID_2014_0F,AutoCAD P&ID 2014,flexlm,adskflex
86110PLNT3D_2014_0F,AutoCAD Plant 3D 2014,flexlm,adskflex
86111SIMDFM_F,Autodesk Simulation DFM Package,flexlm,adskflex
86111SIMDFM_T_F,Autodesk Moldflow Design,flexlm,adskflex
86112EMS_2014_0F,Autodesk Education Master Suite 2014,flexlm,adskflex
86113ESME_2014_0F,Autodesk Product Design Suite for Education 2014,flexlm,adskflex
86114ASPRO_2014_0F,Autodesk Simulation Multiphysics 2014,flexlm,adskflex
86115ASMES_2014_0F,Autodesk Simulation Mechanical 2014,flexlm,adskflex
86116ASMES_F,Autodesk Simulation Mechanical Package,flexlm,adskflex
86116ASMES_T_F,Autodesk Simulation Mechanical,flexlm,adskflex
86117SHOWCASE_2014_0F,Autodesk Showcase 2014 ,flexlm,adskflex
86117SHOWCASE_2014_0F,Autodesk Showcase 2014,flexlm,adskflex
86118SHOWPRO_2014_0F,Autodesk Showcase Professional 2014,flexlm,adskflex
86119DSPRM_2014_0F,AutoCAD Design Suite Premium 2014,flexlm,adskflex
86120DSSTD_2014_0F,AutoCAD Design Suite Standard 2014,flexlm,adskflex
86121DSADV_2014_0F,AutoCAD Design Suite Ultimate 2014,flexlm,adskflex
86122ALSK_2014_0F,Autodesk Alias Sketch 2014,flexlm,adskflex
86123IDSP_2014_0F,Autodesk Infrastructure Design Suite Premium 2014,flexlm,adskflex
86124IDSS_2014_0F,Autodesk Infrastructure Design Suite Standard 2014,flexlm,adskflex
86125IDSU_2014_0F,Autodesk Infrastructure Design Suite Ultimate 2014,flexlm,adskflex
86126UTLDESN_2014_0F,Autodesk AutoCAD Utility Design 2014,flexlm,adskflex
86127INVLTS_2014_0F,AutoCAD Inventor LT Suite 2014,flexlm,adskflex
86128FDSPRM_2014_0F,Autodesk Factory Design Suite Premium 2014,flexlm,adskflex
86129FDSS_2014_0F,Autodesk Factory Design Suite Standard 2014,flexlm,adskflex
86130FDSADV_2014_0F,Autodesk Factory Design Suite Ultimate 2014,flexlm,adskflex
86131PDSP_2014_0F,Autodesk Product Design Suite Premium 2014,flexlm,adskflex
86132PDSS_2014_0F,Autodesk Product Design Suite Standard 2014,flexlm,adskflex
86133PDSU_2014_0F,Autodesk Product Design Suite Ultimate 2014,flexlm,adskflex
86134ACDLTC_2014_0F,AutoCAD LT Civil Suite 2014,flexlm,adskflex
86135INVETO_2014_0F,Autodesk Inventor Engineer-to-Order Series 2014,flexlm,adskflex
86136INTSER_2014_0F,Autodesk Inventor Engineer-to-Order Server 2014,flexlm,adskflex
86137ARCHDESK_2014_0F,AutoCAD Architecture 2014,flexlm,adskflex
86138AMECH_PP_2014_0F,AutoCAD Mechanical 2014,flexlm,adskflex
86139BLDSYS_2014_0F,AutoCAD MEP 2014,flexlm,adskflex
86140ARDES_2014_0F,AutoCAD Raster Design 2014,flexlm,adskflex
