lm_feature_code,description,lm_system,lm_vendor
SHOWPRO_F_S,Autodesk Showcase Professional Package,flexlm,adskflex
SIM,SmartPlant 3D PDS Model and Data Translators,flexlm,adskflex
SLA,SmartMarine 3D Layout,flexlm,adskflex
SPG,SmartPlant Spoolgen,flexlm,adskflex
SPP,SmartPlant P&ID,flexlm,adskflex
SPPD,SmartPlant P&ID,flexlm,adskflex
SPR,SmartPlant Review,flexlm,adskflex
SRM,SmartPlant Review Modules,flexlm,adskflex
SRP,SmartPlant Review Publisher,flexlm,adskflex
SSK,SmartSketch,flexlm,adskflex
ShaderWorkbench,ShaderWorkbench for Deltagen,flexlm,rttlmd
bokeh_i,Bokeh Plugin for Nuke - GUI,rlm,peregrinel
bokeh_r,Bokeh Plugin for Nuke - Render,rlm,peregrinel
deadline,Deadline Slave,flexlm,thinkbox
deadline,Deadline,flexlm,frantic
deadline-balancer,Deadline Balancer,flexlm,thinkbox
draft,Draft for Deadline,flexlm,thinkbox
fabric,Fabric Engine,rlm,fabricinc 
frost,Frost plugin for 3ds Max,flexlm,thinkbox
genome-max,Genome plugin for 3ds Max,flexlm,thinkbox
hdrlspro,HDR LightStudio Pro,rlm,lightmap
host,Qube - Worker,qube,pipelinefx
katana_i,Katana - Interactive,rlm,foundry
katana_r,Katana - Render,rlm,foundry
krakatoa-max,Krakatoa plugin for 3ds Max - GUI,flexlm,frantic
krakatoa-max,Krakatoa plugin for 3ds Max - GUI,flexlm,thinkbox
krakatoa-max-render,Krakatoa plugin for 3ds Max - Render,flexlm,frantic
krakatoa-max-render,Krakatoa plugin for 3ds Max - Render,flexlm,thinkbox
krakatoa-maya,Krakatoa plugin for Maya - GUI,flexlm,thinkbox
krakatoa-maya-render,Krakatoa plugin for Maya - Render,flexlm,thinkbox
krakatoa-render,Krakatoa - Render,flexlm,thinkbox
mari_i,Mari - Interactive,rlm,foundry
massive-prime,Massive - Prime,mhost,massive
mocha3dimporter.core,component of Mocha Pro 4,flexlm,isl
mochapro.adjusttrack,component of Mocha Pro 4,flexlm,isl
mochapro.image,component of Mocha Pro 4,flexlm,isl
mochapro.lens,component of Mocha Pro 4,flexlm,isl
mochapro.python,component of Mocha Pro 4,flexlm,isl
mochapro.remove,component of Mocha Pro 4,flexlm,isl
mochapro.stable,component of Mocha Pro 4,flexlm,isl
mochapro.stereo,component of Mocha Pro 4,flexlm,isl
mochapro.track,component of Mocha Pro 4,flexlm,isl
mochapro.update,component of Mocha Pro 4,flexlm,isl
mochapro4,Mocha Pro 4 (package),flexlm,isl
mochashape.ae.mac,component of Mocha Pro 4,flexlm,isl
mochashape.ae.win,component of Mocha Pro 4,flexlm,isl
mochashape4fc.core.mac,component of Mocha Pro 4,flexlm,isl
naiad,Naiad,lmx,exotic
nuke_i,Nuke - Interactive,flexlm,foundry
nuke_i,Nuke - Interactive,rlm,foundry
nuke_r,Nuke - Render,flexlm,foundry
nuke_r,Nuke - Render,rlm,foundry
nukestudio_i,Nuke Studio - Interactive,rlm,foundry
nukex_i,Nuke X - Interactive,flexlm,foundry
nukex_i,Nuke X - Interactive,rlm,foundry
nukexassist_i,Nuke X Assist (Nuke Light for Roto) - Interactive,flexlm,foundry
nukexassist_i,Nuke X Assist (Nuke Light for Roto) - Interactive,rlm,foundry
reelsmartmotionblur,RE:Vision Effects Reelsmart Motion Blur (RSMB),rvl,revisionfx
rlm_server_enable_vm,enables to run lightmap rlm daemon in a virtual machine,rlm,lightmap
rollingshutter_ofx_i,Rollingshutter OFX Plugin - Interactive,flexlm,foundry
rv,RV - GUI,tlm_server,tweak
rv-sdi,RV with SDI Output - GUI,tlm_server,tweak
rvio,RV - Render,tlm_server,tweak
rvsolo,RV - GUI,tlm_server,tweak
rvx,RVX,tlm_server,tweak
sapphireofx,Sapphire OFX plugins - GUI,rlm,genarts
sapphireofx_r,Sapphire OFX plugins - Render,rlm,genarts
stoke-max,Stoke plugin for 3ds Max,flexlm,thinkbox
supervisor,Qube - Supervisor,qube,pipelinefx
twixtor,RE:Vision Effects Twixtor,rvl,revisionfx
uvlayoutv2 ,UVLayout 2,hlserver,headus
xmesh-saver,Xmesh plugin for 3ds Max,flexlm,frantic
xmesh-saver,Xmesh plugin for 3ds Max,flexlm,thinkbox
xtex,Vizoo xTex,tfs,xtextfs
